abilities,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water,attack,base_egg_steps,base_happiness,base_total,capture_rate,classfication,defense,experience_growth,generation,height_m,hp,is_legendary,japanese_name,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg
"['Inner Focus', 'Keen Eye', 'Pickpocket']",2,0.5,1,1,2,4,2,1,0.5,1,1,0.5,1,1,0,2,2,1,95,5120,35,430,60,Sharp Claw PokÃ©mon,55,1059860,2,0.9,55,0,Nyulaãƒ‹ãƒ¥ãƒ¼ãƒ©,Sneasel,50,215,35,75,115,dark,ice,28
"['Pickup', 'Quick Feet', 'Honey Gather']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,330,120,Little Bear PokÃ©mon,50,1000000,2,0.6,60,0,Himegumaãƒ’ãƒ¡ã‚°ãƒž,Teddiursa,50,216,50,50,40,normal,,8.8
"['Guts', 'Quick Feet', 'Unnerve']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,130,5120,70,500,60,Hibernator PokÃ©mon,75,1000000,2,1.8,90,0,Ringumaãƒªãƒ³ã‚°ãƒž,Ursaring,50,217,75,75,55,normal,,125.8
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,40,5120,70,250,190,Lava PokÃ©mon,40,1000000,2,0.7,40,0,Magmagãƒžã‚°ãƒžãƒƒã‚°,Slugma,50,218,70,40,20,fire,,35
"['Magma Armor', 'Flame Body', 'Weak Armor']",0.5,1,1,1,0.5,2,0.25,0.5,1,1,4,0.5,0.5,0.5,1,2,1,4,50,5120,70,430,75,Lava PokÃ©mon,120,1000000,2,0.8,60,0,Magcargotãƒžã‚°ã‚«ãƒ«ã‚´,Magcargo,50,219,90,80,30,fire,rock,55
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,50,5120,70,250,225,Pig PokÃ©mon,40,1250000,2,0.4,50,0,Urimooã‚¦ãƒªãƒ ãƒ¼,Swinub,50,220,30,30,50,ice,ground,6.5
"['Oblivious', 'Snow Cloak', 'Thick Fat']",1,1,1,0,1,2,2,1,1,2,1,1,1,0.5,1,1,2,2,100,5120,70,450,75,Swine PokÃ©mon,80,1250000,2,1.1,100,0,Inomooã‚¤ãƒŽãƒ ãƒ¼,Piloswine,50,221,60,60,50,ice,ground,55.8
"['Hustle', 'Natural Cure', 'Regenerator']",1,1,1,2,1,2,0.25,0.5,1,4,2,0.5,0.5,0.5,1,1,1,1,55,5120,70,410,60,Coral PokÃ©mon,95,800000,2,0.6,65,0,Sunnygoã‚µãƒ‹ãƒ¼ã‚´,Corsola,24.6,222,65,95,35,water,rock,5
"['Hustle', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,65,5120,70,300,190,Jet PokÃ©mon,35,1000000,2,0.6,35,0,Teppouoãƒ†ãƒƒãƒã‚¦ã‚ª,Remoraid,50,223,65,35,65,water,,12
"['Suction Cups', 'Sniper', 'Moody']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,105,5120,70,480,75,Jet PokÃ©mon,75,1000000,2,0.9,75,0,Okutankã‚ªã‚¯ã‚¿ãƒ³,Octillery,50,224,105,75,45,water,,28.5
"['Vital Spirit', 'Hustle', 'Insomnia']",0.5,1,1,2,1,1,2,1,1,0.5,0,1,1,1,1,4,2,1,55,5120,70,330,45,Delivery PokÃ©mon,45,800000,2,0.9,45,0,Delibirdãƒ‡ãƒªãƒãƒ¼ãƒ‰,Delibird,50,225,65,45,75,ice,flying,16
"['Swift Swim', 'Water Absorb', 'Water Veil']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,40,6400,70,485,25,Kite PokÃ©mon,70,1250000,2,2.1,85,0,Mantainãƒžãƒ³ã‚¿ã‚¤ãƒ³,Mantine,50,226,80,140,70,water,flying,220
"['Keen Eye', 'Sturdy', 'Weak Armor']",0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1,80,6400,70,465,25,Armor Bird PokÃ©mon,140,1250000,2,1.7,65,0,Airmdã‚¨ã‚¢ãƒ¼ãƒ ãƒ‰,Skarmory,50,227,40,70,70,steel,flying,50.5
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,60,5120,35,330,120,Dark PokÃ©mon,30,1250000,2,0.6,45,0,Delvilãƒ‡ãƒ«ãƒ“ãƒ«,Houndour,50,228,80,50,65,dark,fire,10.8
"['Early Bird', 'Flash Fire', 'Unnerve']",1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2,90,5120,35,500,45,Dark PokÃ©mon,50,1250000,2,1.4,75,0,Hellgarãƒ˜ãƒ«ã‚¬ãƒ¼,Houndoom,50,229,110,80,95,dark,fire,35
"['Swift Swim', 'Sniper', 'Damp']",1,1,2,1,2,1,0.25,1,1,1,1,1,1,1,1,1,0.5,0.25,95,5120,70,540,45,Dragon PokÃ©mon,95,1000000,2,1.8,75,0,Kingdraã‚­ãƒ³ã‚°ãƒ‰ãƒ©,Kingdra,50,230,95,95,85,water,dragon,152
"['Pickup', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,60,5120,70,330,120,Long Nose PokÃ©mon,60,1000000,2,0.5,90,0,Gomazouã‚´ãƒžã‚¾ã‚¦,Phanpy,50,231,40,40,40,ground,,33.5
"['Sturdy', 'Sand Veil']",1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2,120,5120,70,500,60,Armor PokÃ©mon,120,1000000,2,1.1,90,0,Donfanãƒ‰ãƒ³ãƒ•ã‚¡ãƒ³,Donphan,50,232,60,60,50,ground,,120
"['Trace', 'Download', 'Analytic']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,515,45,Virtual PokÃ©mon,90,1000000,2,0.6,85,0,Porygon2ãƒãƒªã‚´ãƒ³ï¼’,Porygon2,,233,105,95,60,normal,,32.5
"['Intimidate', 'Frisk', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,95,5120,70,465,45,Big Horn PokÃ©mon,62,1250000,2,1.4,73,0,Odoshishiã‚ªãƒ‰ã‚·ã‚·,Stantler,50,234,85,65,85,normal,,71.2
"['Own Tempo', 'Technician', 'Moody']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,20,5120,70,250,45,Painter PokÃ©mon,35,800000,2,1.2,55,0,Dobleãƒ‰ãƒ¼ãƒ–ãƒ«,Smeargle,50,235,20,45,75,normal,,58
"['Guts', 'Steadfast', 'Vital Spirit']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,35,6400,70,210,75,Scuffle PokÃ©mon,35,1000000,2,0.7,35,0,Balkieãƒãƒ«ã‚­ãƒ¼,Tyrogue,100,236,35,35,35,fighting,,21
"['Intimidate', 'Technician', 'Steadfast']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,95,6400,70,455,45,Handstand PokÃ©mon,95,1000000,2,1.4,50,0,Kapoererã‚«ãƒã‚¨ãƒ©ãƒ¼,Hitmontop,100,237,35,110,70,fighting,,48
"['Oblivious', 'Forewarn', 'Hydration']",2,2,1,1,1,1,2,1,2,1,1,0.5,1,1,0.5,2,2,1,30,6400,70,305,45,Kiss PokÃ©mon,15,1000000,2,0.4,45,0,Muchulãƒ ãƒãƒ¥ãƒ¼ãƒ«,Smoochum,0,238,85,65,65,ice,psychic,6
"['Static', 'Vital Spirit']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,63,6400,70,360,45,Electric PokÃ©mon,37,1000000,2,0.6,45,0,Elekidã‚¨ãƒ¬ã‚­ãƒƒãƒ‰,Elekid,75.4,239,65,55,95,electric,,23.5
"['Flame Body', 'Vital Spirit']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,75,6400,70,365,45,Live Coal PokÃ©mon,37,1000000,2,0.7,45,0,Bubyãƒ–ãƒ“ã‚£,Magby,75.4,240,70,55,83,fire,,21.4
"['Thick Fat', 'Scrappy', 'Sap Sipper']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,5120,70,490,45,Milk Cow PokÃ©mon,105,1250000,2,1.2,95,0,MiltankãƒŸãƒ«ã‚¿ãƒ³ã‚¯,Miltank,0,241,40,70,100,normal,,75.5
"['Natural Cure', 'Serene Grace', 'Healer']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,10,10240,140,540,30,Happiness PokÃ©mon,10,800000,2,1.5,255,0,Happinasãƒãƒ”ãƒŠã‚¹,Blissey,0,242,75,135,55,normal,,46.8
"['Pressure', 'Inner Focus']",1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,85,20480,35,580,3,Thunder PokÃ©mon,75,1250000,2,1.9,90,1,Raikouãƒ©ã‚¤ã‚³ã‚¦,Raikou,,243,115,100,115,electric,,178
"['Pressure', 'Inner Focus']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,115,20480,35,580,3,Volcano PokÃ©mon,85,1250000,2,2.1,115,1,Enteiã‚¨ãƒ³ãƒ†ã‚¤,Entei,,244,90,75,100,fire,,198
"['Pressure', 'Inner Focus']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,75,20480,35,580,3,Aurora PokÃ©mon,115,1250000,2,2,100,1,Suicuneã‚¹ã‚¤ã‚¯ãƒ³,Suicune,,245,90,115,85,water,,187
"['Guts', 'Sand Veil']",1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,64,10240,35,300,45,Rock Skin PokÃ©mon,50,1250000,2,0.6,50,0,Yogirasãƒ¨ãƒ¼ã‚®ãƒ©ã‚¹,Larvitar,50,246,45,50,41,rock,ground,72
['Shed Skin'],1,1,1,0,1,2,0.5,0.5,1,4,2,2,0.5,0.25,1,0.5,2,4,84,10240,35,410,45,Hard Shell PokÃ©mon,70,1250000,2,1.2,70,0,Sanagirasã‚µãƒŠã‚®ãƒ©ã‚¹,Pupitar,50,247,65,70,51,rock,ground,152
"['Sand Stream', 'Unnerve']",2,0.5,1,1,2,4,0.5,0.5,0.5,2,2,1,0.5,0.5,0,1,2,2,134,10240,35,600,45,Armor PokÃ©mon,110,1250000,2,2,100,0,Bangirasãƒãƒ³ã‚®ãƒ©ã‚¹,Tyranitar,50,248,95,100,61,rock,dark,202
"['Pressure', 'Multiscale']",1,2,1,2,1,0.25,1,1,2,0.5,0,2,1,1,0.5,2,1,1,90,30720,0,680,3,Diving PokÃ©mon,130,1250000,2,5.2,106,1,Lugiaãƒ«ã‚®ã‚¢,Lugia,,249,90,154,110,psychic,flying,216
"['Pressure', 'Regenerator']",0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2,130,30720,0,680,3,Rainbow PokÃ©mon,90,1250000,2,3.8,106,1,Hououãƒ›ã‚¦ã‚ªã‚¦,Ho-Oh,,250,110,154,90,fire,flying,199
['Natural Cure'],4,2,1,0.5,1,0.5,2,2,2,0.5,0.5,2,1,2,0.5,1,1,0.5,100,30720,100,600,45,Time Travel PokÃ©mon,100,1059860,2,0.6,100,1,Celebiã‚»ãƒ¬ãƒ“ã‚£,Celebi,,251,100,100,100,psychic,grass,5
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,45,5120,70,310,45,Wood Gecko PokÃ©mon,35,1059860,3,0.5,40,0,Kimoriã‚­ãƒ¢ãƒª,Treecko,88.1,252,65,55,70,grass,,5
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,65,5120,70,405,45,Wood Gecko PokÃ©mon,45,1059860,3,0.9,50,0,Juptileã‚¸ãƒ¥ãƒ—ãƒˆãƒ«,Grovyle,88.1,253,85,65,95,grass,,21.6
"['Overgrow', 'Unburden']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,85,5120,70,530,45,Forest PokÃ©mon,65,1059860,3,1.7,70,0,Jukainã‚¸ãƒ¥ã‚«ã‚¤ãƒ³,Sceptile,88.1,254,105,85,120,grass,,52.2
"['Blaze', 'Speed Boost']",0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2,60,5120,70,310,45,Chick PokÃ©mon,40,1059860,3,0.4,45,0,Achamoã‚¢ãƒãƒ£ãƒ¢,Torchic,88.1,255,70,50,45,fire,,2.5
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,85,5120,70,405,45,Young Fowl PokÃ©mon,60,1059860,3,0.9,60,0,Wakasyamoãƒ¯ã‚«ã‚·ãƒ£ãƒ¢,Combusken,88.1,256,85,60,55,fire,fighting,19.5
"['Blaze', 'Speed Boost']",0.25,0.5,1,1,1,1,0.5,2,1,0.5,2,0.5,1,1,2,1,0.5,2,120,5120,70,530,45,Blaze PokÃ©mon,70,1059860,3,1.9,80,0,Bursyamoãƒã‚·ãƒ£ãƒ¼ãƒ¢,Blaziken,88.1,257,110,70,80,fire,fighting,52
"['Torrent', 'Damp']",1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5,70,5120,70,310,45,Mud Fish PokÃ©mon,50,1059860,3,0.4,50,0,MizugorouãƒŸã‚ºã‚´ãƒ­ã‚¦,Mudkip,88.1,258,50,50,40,water,,7.6
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,85,5120,70,405,45,Mud Fish PokÃ©mon,70,1059860,3,0.7,70,0,NumacrawãƒŒãƒžã‚¯ãƒ­ãƒ¼,Marshtomp,88.1,259,60,70,50,water,ground,28
"['Torrent', 'Damp']",1,1,1,0,1,1,0.5,1,1,4,1,1,1,0.5,1,0.5,0.5,1,110,5120,70,535,45,Mud Fish PokÃ©mon,90,1059860,3,1.5,100,0,Laglargeãƒ©ã‚°ãƒ©ãƒ¼ã‚¸,Swampert,88.1,260,85,90,60,water,ground,81.9
"['Run Away', 'Quick Feet', 'Rattled']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,55,3840,70,220,255,Bite PokÃ©mon,35,1000000,3,0.5,35,0,Pochienaãƒãƒã‚¨ãƒŠ,Poochyena,50,261,30,30,35,dark,,13.6
"['Intimidate', 'Quick Feet', 'Moxie']",2,0.5,1,1,2,2,1,1,0.5,1,1,1,1,1,0,1,1,1,90,3840,70,420,127,Bite PokÃ©mon,70,1000000,3,1,70,0,Graenaã‚°ãƒ©ã‚¨ãƒŠ,Mightyena,50,262,60,60,70,dark,,37
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,30,3840,70,240,255,Tiny Racoon PokÃ©mon,41,1000000,3,0.4,38,0,Jiguzagumaã‚¸ã‚°ã‚¶ã‚°ãƒž,Zigzagoon,50,263,30,41,60,normal,,17.5
"['Pickup', 'Gluttony', 'Quick Feet']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,70,3840,70,420,90,Rush PokÃ©mon,61,1000000,3,0.5,78,0,Massugumaãƒžãƒƒã‚¹ã‚°ãƒž,Linoone,50,264,50,61,100,normal,,32.5
"['Shield Dust', 'Run Away']",1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,45,3840,70,195,255,Worm PokÃ©mon,35,1000000,3,0.3,45,0,Kemussoã‚±ãƒ ãƒƒã‚½,Wurmple,50,265,20,30,20,bug,,3.6
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon PokÃ©mon,55,1000000,3,0.6,50,0,Karasalisã‚«ãƒ©ã‚µãƒªã‚¹,Silcoon,50,266,25,25,15,bug,,10
"['Swarm', 'Rivalry']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,70,3840,70,395,45,Butterfly PokÃ©mon,50,1000000,3,1,60,0,Agehuntã‚¢ã‚²ãƒãƒ³ãƒˆ,Beautifly,50,267,100,50,65,bug,flying,28.4
['Shed Skin'],1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1,35,3840,70,205,120,Cocoon PokÃ©mon,55,1000000,3,0.7,50,0,Mayuldãƒžãƒ¦ãƒ«ãƒ‰,Cascoon,50,268,25,25,15,bug,,11.5
"['Shield Dust', 'Compoundeyes']",0.5,1,1,1,0.5,0.25,2,2,1,0.25,1,1,1,0.5,2,2,1,1,50,3840,70,385,45,Poison Moth PokÃ©mon,70,1000000,3,1.2,60,0,Dokucaleãƒ‰ã‚¯ã‚±ã‚¤ãƒ«,Dustox,50,269,50,90,65,bug,poison,31.6
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,30,3840,70,220,255,Water Weed PokÃ©mon,30,1059860,3,0.5,40,0,Hassbohãƒã‚¹ãƒœãƒ¼,Lotad,50,270,40,50,30,water,grass,2.6
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,50,3840,70,340,120,Jolly PokÃ©mon,50,1059860,3,1.2,60,0,Hasubreroãƒã‚¹ãƒ–ãƒ¬ãƒ­,Lombre,50,271,60,70,50,water,grass,32.5
"['Swift Swim', 'Rain Dish', 'Own Tempo']",2,1,1,1,1,1,1,2,1,1,0.5,1,1,2,1,1,0.5,0.25,70,3840,70,480,45,Carefree PokÃ©mon,70,1059860,3,1.5,80,0,Runpappaãƒ«ãƒ³ãƒ‘ãƒƒãƒ‘,Ludicolo,50,272,90,100,70,water,grass,55
"['Chlorophyll', 'Early Bird', 'Pickpocket']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,220,255,Acorn PokÃ©mon,50,1059860,3,0.5,40,0,Tanebohã‚¿ãƒãƒœãƒ¼,Seedot,50,273,30,30,30,grass,,4
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,70,3840,70,340,120,Wily PokÃ©mon,40,1059860,3,1,70,0,Konohanaã‚³ãƒŽãƒãƒŠ,Nuzleaf,50,274,60,40,60,grass,dark,28
"['Chlorophyll', 'Early Bird', 'Pickpocket']",4,0.5,1,0.5,2,2,2,2,0.5,0.5,0.5,2,1,2,0,1,1,0.5,100,3840,70,480,45,Wickid PokÃ©mon,60,1059860,3,1.3,90,0,Dirtengãƒ€ãƒ¼ãƒ†ãƒ³ã‚°,Shiftry,50,275,90,60,80,grass,dark,59.6
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,55,3840,70,270,200,TinySwallow PokÃ©mon,30,1059860,3,0.3,40,0,Subameã‚¹ãƒãƒ¡,Taillow,50,276,30,30,85,normal,flying,2.3
"['Guts', 'Scrappy']",0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1,85,3840,70,455,45,Swallow PokÃ©mon,60,1059860,3,0.7,60,0,Ohsubameã‚ªã‚ªã‚¹ãƒãƒ¡,Swellow,50,277,75,50,125,normal,flying,19.8
"['Keen Eye', 'Hydration', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,30,5120,70,270,190,Seagull PokÃ©mon,30,1000000,3,0.6,40,0,Camomeã‚­ãƒ£ãƒ¢ãƒ¡,Wingull,50,278,55,30,85,water,flying,9.5
"['Keen Eye', 'Drizzle', 'Rain Dish']",0.5,1,1,4,1,0.5,0.5,1,1,1,0,1,1,1,1,2,0.5,0.5,50,5120,70,440,45,Water Bird PokÃ©mon,100,1000000,3,1.2,60,0,Pelipperãƒšãƒªãƒƒãƒ‘ãƒ¼,Pelipper,50,279,95,70,65,water,flying,28
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,25,5120,35,198,235,Feeling PokÃ©mon,25,1250000,3,0.4,28,0,Raltsãƒ©ãƒ«ãƒˆã‚¹,Ralts,50,280,45,35,40,psychic,fairy,6.6
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,35,5120,35,278,120,Emotion PokÃ©mon,35,1250000,3,0.8,38,0,Kirliaã‚­ãƒ«ãƒªã‚¢,Kirlia,50,281,65,55,50,psychic,fairy,20.2
"['Synchronize', 'Trace', 'Telepathy']",1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1,65,5120,35,518,45,Embrace PokÃ©mon,65,1250000,3,1.6,68,0,Sirnightã‚µãƒ¼ãƒŠã‚¤ãƒˆ,Gardevoir,50,282,125,115,80,psychic,fairy,48.4
"['Swift Swim', 'Rain Dish']",1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5,30,3840,70,269,200,Pond Skater PokÃ©mon,32,1000000,3,0.5,40,0,Ametamaã‚¢ãƒ¡ã‚¿ãƒž,Surskit,50,283,50,52,65,bug,water,1.7
"['Intimidate', 'Unnerve']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,60,3840,70,454,75,Eyeball PokÃ©mon,62,1000000,3,0.8,70,0,Amemothã‚¢ãƒ¡ãƒ¢ãƒ¼ã‚¹,Masquerain,50,284,100,82,80,bug,flying,3.6
"['Effect Spore', 'Poison Heal', 'Quick Feet']",2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5,40,3840,70,295,255,Mushroom PokÃ©mon,60,1640000,3,0.4,60,0,Kinococoã‚­ãƒŽã‚³ã‚³,Shroomish,50,285,40,60,35,grass,,4.5
"['Effect Spore', 'Poison Heal', 'Technician']",1,0.5,1,0.5,2,1,2,4,1,0.5,0.5,2,1,2,2,0.5,1,0.5,130,3840,70,460,90,Mushroom PokÃ©mon,80,1640000,3,1.2,60,0,Kinogassaã‚­ãƒŽã‚¬ãƒƒã‚µ,Breloom,50,286,60,60,70,grass,fighting,39.2
['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,60,3840,70,280,255,Slacker PokÃ©mon,60,1250000,3,0.8,60,0,NamakeroãƒŠãƒžã‚±ãƒ­,Slakoth,50,287,35,35,30,normal,,24
['Vital Spirit'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,80,3840,70,440,120,Wild Monkey PokÃ©mon,80,1250000,3,1.4,80,0,Yarukimonoãƒ¤ãƒ«ã‚­ãƒ¢ãƒŽ,Vigoroth,50,288,55,55,90,normal,,46.5
['Truant'],1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,160,3840,70,670,45,Lazy PokÃ©mon,100,1250000,3,2,150,0,Kekkingã‚±ãƒƒã‚­ãƒ³ã‚°,Slaking,50,289,95,65,100,normal,,130.5
"['Compoundeyes', 'Run Away']",1,1,1,0,1,0.5,2,2,1,1,0.5,2,1,0.5,1,1,1,2,45,3840,70,266,255,Trainee PokÃ©mon,90,600000,3,0.5,31,0,Tutininãƒ„ãƒãƒ‹ãƒ³,Nincada,50,290,30,30,40,bug,ground,5.5
"['Speed Boost', 'Infiltrator']",0.5,1,1,2,1,0.25,2,2,1,0.25,0,2,1,1,1,4,1,1,90,3840,70,456,120,Ninja PokÃ©mon,45,600000,3,0.8,61,0,Tekkaninãƒ†ãƒƒã‚«ãƒ‹ãƒ³,Ninjask,50,291,50,50,160,bug,flying,12
['Wonder Guard'],0.5,2,1,1,1,0,2,2,2,0.5,0.5,1,0,0.5,1,2,1,1,90,3840,70,236,45,Shed PokÃ©mon,45,600000,3,0.8,1,0,NukeninãƒŒã‚±ãƒ‹ãƒ³,Shedinja,,292,30,30,40,bug,ghost,1.2
"['Soundproof', 'Rattled']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,51,5120,70,240,190,Whisper PokÃ©mon,23,1059860,3,0.6,64,0,Gonyonyoã‚´ãƒ‹ãƒ§ãƒ‹ãƒ§,Whismur,50,293,51,23,28,normal,,16.3
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,71,5120,70,360,120,Big Voice PokÃ©mon,43,1059860,3,1,84,0,Dogohmbãƒ‰ã‚´ãƒ¼ãƒ ,Loudred,50,294,71,43,48,normal,,40.5
"['Soundproof', 'Scrappy']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,91,5120,70,490,45,Loud Noise PokÃ©mon,63,1059860,3,1.5,104,0,Bakuongãƒã‚¯ã‚ªãƒ³ã‚°,Exploud,50,295,91,73,68,normal,,84
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,60,5120,70,237,180,Guts PokÃ©mon,30,1640000,3,1,72,0,Makunoshitaãƒžã‚¯ãƒŽã‚·ã‚¿,Makuhita,75.4,296,20,30,25,fighting,,86.4
"['Thick Fat', 'Guts', 'Sheer Force']",0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1,120,5120,70,474,200,Arm Thrust PokÃ©mon,60,1640000,3,2.3,144,0,Hariteyamaãƒãƒªãƒ†ãƒ¤ãƒž,Hariyama,75.4,297,40,60,50,fighting,,253.8
"['Thick Fat', 'Huge Power', 'Sap Sipper']",0.5,0.5,0,1,1,1,1,1,0,1,1,1,1,2,1,1,2,1,20,2560,70,190,150,Polka Dot PokÃ©mon,40,800000,3,0.2,50,0,Ruririãƒ«ãƒªãƒª,Azurill,24.6,298,20,40,20,normal,fairy,2
"['Sturdy', 'Magnet Pull', 'Sand Force']",1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2,45,5120,70,375,255,Compass PokÃ©mon,135,1000000,3,1,30,0,NosepassãƒŽã‚ºãƒ‘ã‚¹,Nosepass,50,299,45,90,30,rock,,97
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,45,3840,70,260,255,Kitten PokÃ©mon,45,800000,3,0.6,50,0,Enecoã‚¨ãƒã‚³,Skitty,24.6,300,35,35,50,normal,,11
"['Cute Charm', 'Normalize', 'Wonder Skin ']",1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,65,3840,70,400,60,Prim PokÃ©mon,65,800000,3,1.1,70,0,Enekororoã‚¨ãƒã‚³ãƒ­ãƒ­,Delcatty,24.6,301,55,55,90,normal,,32.6
